
央卫iptv6,#genre#❤❤❤
CCTV-8HD,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV-9HD,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV-10HD,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV-11HD,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV-12HD,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV-13HD,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV-14HD,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV-15HD,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV-17HD,http://120.76.248.139/live/bfgd/4200000204.m3u8
CGTN阿拉伯语,http://120.76.248.139/live/bfgd/4200000308.m3u8
CGTN西班牙语,http://120.76.248.139/live/bfgd/4200000306.m3u8
CGTN法语,http://120.76.248.139/live/bfgd/4200000307.m3u8
CGTN,http://120.76.248.139/live/bfgd/4200000134.m3u8
CGTN俄罗斯语,http://120.76.248.139/live/bfgd/4200000309.m3u8
中国教育1,http://120.76.248.139/live/bfgd/4200000135.m3u8
中国教育2,http://120.76.248.139/live/bfgd/4200000492.m3u8
CHC华诚影视,http://120.76.248.139/live/bfgd/4200000289.m3u8
安徽卫视HD,http://120.76.248.139/live/bfgd/4200000096.m3u8
北京卫视HD,http://120.76.248.139/live/bfgd/4200000083.m3u8
北京|北京纪实科教,http://120.76.248.139/live/bfgd/4200000113.m3u8
北京|北京卡酷少儿,http://120.76.248.139/live/bfgd/4200000106.m3u8
兵团卫视,http://120.76.248.139/live/bfgd/4200000124.m3u8
百姓健康,http://120.76.248.139/live/bfgd/4200000219.m3u8
北京|车迷频道,http://120.76.248.139/live/bfgd/4200000146.m3u8
重庆|重庆汽摩,http://120.76.248.139/live/bfgd/4200000168.m3u8
重庆卫视HD,http://120.76.248.139/live/bfgd/4200000107.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000636.m3u8
东方卫视HD,http://120.76.248.139/live/bfgd/4200000093.m3u8
东南卫视HD,http://120.76.248.139/live/bfgd/4200000483.m3u8
CCTV-电视指南,http://120.76.248.139/live/bfgd/4200000164.m3u8
中央新影-发现之旅,http://120.76.248.139/live/bfgd/4200000151.m3u8
CCTV-风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8
上海|法治天地,http://120.76.248.139/live/bfgd/4200000162.m3u8
广东卫视HD,http://120.76.248.139/live/bfgd/4200000092.m3u8
甘肃卫视HD,http://120.76.248.139/live/bfgd/4200000119.m3u8
河南|国学频道,http://120.76.248.139/live/bfgd/4200000169.m3u8
广西卫视HD,http://120.76.248.139/live/bfgd/4200000116.m3u8
贵州|天元围棋,http://120.76.248.139/live/bfgd/4200000633.m3u8
贵州卫视HD,http://120.76.248.139/live/bfgd/4200000101.m3u8
河南卫视HD,http://120.76.248.139/live/bfgd/4200000339.m3u8
湖北卫视HD,http://120.76.248.139/live/bfgd/4200000102.m3u8
河北卫视HD,http://120.76.248.139/live/bfgd/4200000108.m3u8
CCTV-怀旧剧场,http://120.76.248.139/live/bfgd/4200000224.m3u8
黑龙江卫视HD,http://120.76.248.139/live/bfgd/4200000095.m3u8
湖南|茶频道,http://120.76.248.139/live/bfgd/4200000181.m3u8
湖南|hnjykt,http://120.76.248.139/live/bfgd/4200000350.m3u8
湖南|快乐垂钓,http://120.76.248.139/live/bfgd/4200000228.m3u8
湖南卫视HD,http://120.76.248.139/live/bfgd/4200000086.m3u8
湖南|先锋乒羽,http://120.76.248.139/live/bfgd/4200000349.m3u8
北京|环球旅游,http://120.76.248.139/live/bfgd/4200000147.m3u8
吉林卫视HD,http://120.76.248.139/live/bfgd/4200000097.m3u8
江苏|财富天下,http://120.76.248.139/live/bfgd/4200000231.m3u8
江苏卫视HD,http://120.76.248.139/live/bfgd/4200000085.m3u8
辽宁|家庭理财,http://120.76.248.139/live/bfgd/4200000139.m3u8
江西卫视HD,http://120.76.248.139/live/bfgd/4200000098.m3u8
中央新影-老故事,http://120.76.248.139/live/bfgd/4200000166.m3u8
辽宁|鞍山新闻综合,http://120.76.248.139/live/bfgd/4200000274.m3u8
辽宁|辽宁北方,http://120.76.248.139/live/bfgd/4200000071.m3u8
辽宁|本溪新闻频道,http://120.76.248.139/live/bfgd/4200000312.m3u8
辽宁|朝阳新闻综合,http://120.76.248.139/live/bfgd/4200000282.m3u8
辽宁|辽宁导视,http://120.76.248.139/live/bfgd/4200000187.m3u8
辽宁|丹东新闻综合,http://120.76.248.139/live/bfgd/4200000276.m3u8
辽宁|大连新闻综合,http://120.76.248.139/live/bfgd/4200000273.m3u8
辽宁|辽宁都市,http://120.76.248.139/live/bfgd/4200000610.m3u8
辽宁|辽宁都市,http://120.76.248.139/live/bfgd/4200000068.m3u8
辽宁|抚顺新闻综合,http://120.76.248.139/live/bfgd/4200000275.m3u8
辽宁|阜新新闻综合,http://120.76.248.139/live/bfgd/4200000279.m3u8
辽宁|辽宁公共,http://120.76.248.139/live/bfgd/4200000481.m3u8
辽宁|辽宁公共,http://120.76.248.139/live/bfgd/4200000077.m3u8
辽宁|葫芦岛新闻综合,http://120.76.248.139/live/bfgd/4200000284.m3u8
辽宁|龙港综合,http://120.76.248.139/live/bfgd/4200000490.m3u8
辽宁|连山综合,http://120.76.248.139/live/bfgd/4200000491.m3u8
辽宁|辽宁经济,http://120.76.248.139/live/bfgd/4200000076.m3u8
辽宁|辽宁经济,http://120.76.248.139/live/bfgd/4200000480.m3u8
辽宁|辽宁教育青少,http://120.76.248.139/live/bfgd/4200000075.m3u8
辽宁|锦州新闻综合,http://120.76.248.139/live/bfgd/4200000277.m3u8
辽宁|辽阳新闻综合,http://120.76.248.139/live/bfgd/4200000280.m3u8
辽宁|盘锦新闻综合,http://120.76.248.139/live/bfgd/4200000283.m3u8
辽宁|辽宁生活,http://120.76.248.139/live/bfgd/4200000073.m3u8
辽宁|沈阳新闻,http://120.76.248.139/live/bfgd/4200000059.m3u8
辽宁|铁岭综合频道,http://120.76.248.139/live/bfgd/4200000281.m3u8
辽宁|辽宁体育,http://120.76.248.139/live/bfgd/4200000611.m3u8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000141.m3u8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000185.m3u8
辽宁卫视HD,http://120.76.248.139/live/bfgd/4200000058.m3u8
辽宁|营口新闻频道,http://120.76.248.139/live/bfgd/4200000278.m3u8
辽宁|辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8
海南卫视HD,http://120.76.248.139/live/bfgd/4200000473.m3u8
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8
CCTV-女性时尚,http://120.76.248.139/live/bfgd/4200000176.m3u8
宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8
山东|收藏天下,http://120.76.248.139/live/bfgd/4200000155.m3u8
四川卫视HD,http://120.76.248.139/live/bfgd/4200000103.m3u8
山东教育卫视,http://120.76.248.139/live/bfgd/4200000112.m3u8
山东卫视HD,http://120.76.248.139/live/bfgd/4200000099.m3u8
北京|四海钓鱼,http://120.76.248.139/live/bfgd/4200000229.m3u8
书画频道,http://120.76.248.139/live/bfgd/4200000180.m3u8
CCTV-世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8
农林卫视,http://120.76.248.139/live/bfgd/4200000122.m3u8
陕西卫视HD,http://120.76.248.139/live/bfgd/4200000512.m3u8
山西卫视,http://120.76.248.139/live/bfgd/4200000109.m3u8
深圳卫视HD,http://120.76.248.139/live/bfgd/4200000100.m3u8
新疆卫视,http://120.76.248.139/live/bfgd/4200000150.m3u8
上海|新视觉HD,http://120.76.248.139/live/bfgd/4200000249.m3u8
北京|生态环境频道,http://120.76.248.139/live/bfgd/4200000149.m3u8
西藏卫视,http://120.76.248.139/live/bfgd/4200000121.m3u8
延边卫视,http://120.76.248.139/live/bfgd/4200000117.m3u8
云南卫视HD,http://120.76.248.139/live/bfgd/4200000482.m3u8
北京|优优宝贝,http://120.76.248.139/live/bfgd/4200000153.m3u8
北京|中华特产,http://120.76.248.139/live/bfgd/4200000158.m3u8
浙江卫视HD,http://120.76.248.139/live/bfgd/4200000094.m3u8
甘肃|INBM证券服务,http://120.76.248.139/live/bfgd/4200000601.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000615.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000286.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000287.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000288.m3u8
甘肃|购物,http://120.76.248.139/live/bfgd/4200000626.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000290.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000291.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000292.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000293.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000295.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000296.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000297.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000298.m3u8

广东电信2,#genre#
广东卫视高清,http://113.94.58.224:10010/rtp/239.77.1.19:5146
广东卫视高清,http://113.94.58.224:10010/rtp/239.77.1.152:5146
广东卫视高清,http://113.94.58.224:10010/rtp/239.77.0.84:5146
广东卫视超清,http://113.94.58.224:10010/rtp/239.77.0.166:5146
广东珠江高清,http://113.94.58.224:10010/rtp/239.77.0.1:5146
广东珠江超清,http://113.94.58.224:10010/rtp/239.77.0.114:5146
广东新闻高清,http://113.94.58.224:10010/rtp/239.77.0.173:5146
广东民生高清,http://113.94.58.224:10010/rtp/239.77.0.225:5146
广东体育（深圳）,http://113.94.58.224:10010/rtp/239.77.1.97:5146
广东体育高清-测试,http://113.94.58.224:10010/rtp/239.77.0.112:5146
广东体育超清,http://113.94.58.224:10010/rtp/239.77.0.168:5146
经济科教高清,http://113.94.58.224:10010/rtp/239.77.0.85:5146
经济科教超清,http://113.94.58.224:10010/rtp/239.77.0.167:5146
大湾区卫视高清,http://113.94.58.224:10010/rtp/239.77.0.215:5146
广东影视高清,http://113.94.58.224:10010/rtp/239.77.0.217:5146
广东少儿高清,http://113.94.58.224:10010/rtp/239.77.0.250:5146
嘉佳卡通高清,http://113.94.58.224:10010/rtp/239.77.0.179:5146
南方购物-精选,http://113.94.58.224:10010/rtp/239.77.0.19:5146
岭南戏曲高清,http://113.94.58.224:10010/rtp/239.77.0.122:5146
现代教育高清,http://113.94.58.224:10010/rtp/239.77.0.213:5146
广东综艺 4K50p,http://113.94.58.224:10010/rtp/239.77.1.236:5146
广东综艺 宽色域(4k),http://113.94.58.224:10010/rtp/239.77.0.246:5146
广东综艺 宽色域AVS2(4k) (AVS2),http://113.94.58.224:10010/rtp/239.77.0.252:5146
广州综合高清,http://113.94.58.224:10010/rtp/239.253.43.71:5146
广州新闻高清,http://113.94.58.224:10010/rtp/239.253.43.72:5146
广州影视高清,http://113.94.58.224:10010/rtp/239.253.43.73:5146
广州法治高清,http://113.94.58.224:10010/rtp/239.253.43.74:5146
南国都市 4K,http://113.94.58.224:10010/rtp/239.253.43.99:5146
深圳卫视高清,http://113.94.58.224:10010/rtp/239.77.1.3:5146
深圳卫视高清,http://113.94.58.224:10010/rtp/239.77.1.148:5146
深圳卫视高清,http://113.94.58.224:10010/rtp/239.77.0.92:5146
深圳卫视超清,http://113.94.58.224:10010/rtp/239.77.0.130:5146
深圳都市频道高清,http://113.94.58.224:10010/rtp/239.77.1.176:5146
深圳都市频道高清,http://113.94.58.224:10010/rtp/239.77.1.124:5146
深圳电视剧频道高清,http://113.94.58.224:10010/rtp/239.77.1.177:5146
深圳电视剧频道高清,http://113.94.58.224:10010/rtp/239.77.1.125:5146
深圳财经生活高清,http://113.94.58.224:10010/rtp/239.77.1.242:5146
深圳娱乐频道高清,http://113.94.58.224:10010/rtp/239.77.1.243:5146
深圳体育健康高清,http://113.94.58.224:10010/rtp/239.77.1.128:5146
深圳体育健康高清,http://113.94.58.224:10010/rtp/239.77.1.140:5146
深圳少儿频道高清,http://113.94.58.224:10010/rtp/239.77.1.244:5146
深圳公共频道高清,http://113.94.58.224:10010/rtp/239.77.1.178:5146
深圳公共频道高清,http://113.94.58.224:10010/rtp/239.77.1.126:5146
深圳宝安频道高清,http://113.94.58.224:10010/rtp/239.77.1.67:5146
深圳龙岗频道高清,http://113.94.58.224:10010/rtp/239.77.1.223:5146
深圳东部频道高清,http://113.94.58.224:10010/rtp/239.77.1.224:5146
深圳众创TV高清,http://113.94.58.224:10010/rtp/239.77.1.247:5146
深圳宜和购物高清,http://113.94.58.224:10010/rtp/239.77.1.87:5146
韶关新闻综合高清,http://113.94.58.224:10010/rtp/239.77.0.117:5146
湛江新闻综合高清,http://113.94.58.224:10010/rtp/239.77.0.141:5146
湛江公共高清,http://113.94.58.224:10010/rtp/239.77.0.140:5146
揭阳综合高清,http://113.94.58.224:10010/rtp/239.77.0.229:5146
揭阳生活高清,http://113.94.58.224:10010/rtp/239.77.0.251:5146
汕尾新闻综合,http://113.94.58.224:10010/rtp/239.77.1.189:5146
汕尾新闻综合高清,http://113.94.58.224:10010/rtp/239.77.0.25:5146
汕尾文化生活高清,http://113.94.58.224:10010/rtp/239.77.0.187:5146
江门综合高清,http://113.94.58.224:10010/rtp/239.77.0.201:5146
江门侨乡生活高清,http://113.94.58.224:10010/rtp/239.77.0.202:5146
HZTV-1高清,http://113.94.58.224:10010/rtp/239.77.1.232:5146
HZTV-2高清,http://113.94.58.224:10010/rtp/239.77.1.233:5146
珠海-1高清,http://113.94.58.224:10010/rtp/239.77.0.155:5146
珠海-2高清,http://113.94.58.224:10010/rtp/239.77.0.154:5146
肇庆综合高清,http://113.94.58.224:10010/rtp/239.253.43.1:5146
肇庆生活服务高清,http://113.94.58.224:10010/rtp/239.253.43.2:5146
河源综合高清,http://113.94.58.224:10010/rtp/239.253.43.213:5146
河源公共高清,http://113.94.58.224:10010/rtp/239.253.43.214:5146
清远新闻综合高清,http://113.94.58.224:10010/rtp/239.253.43.33:5146
清远文旅生活高清,http://113.94.58.224:10010/rtp/239.253.43.34:5146
云浮综合高清,http://113.94.58.224:10010/rtp/239.77.0.253:5146
云浮文旅高清,http://113.94.58.224:10010/rtp/239.77.0.254:5146
茂名综合高清,http://113.94.58.224:10010/rtp/239.77.0.206:5146
茂名公共高清,http://113.94.58.224:10010/rtp/239.77.0.207:5146
汕头综合高清,http://113.94.58.224:10010/rtp/239.77.1.130:5146
汕头综合高清,http://113.94.58.224:10010/rtp/239.253.43.45:5146
汕头经济生活,http://113.94.58.224:10010/rtp/239.253.43.43:5146
汕头经济生活高清,http://113.94.58.224:10010/rtp/239.77.1.131:5146
汕头经济生活高清,http://113.94.58.224:10010/rtp/239.253.43.46:5146
汕头文旅体育高清,http://113.94.58.224:10010/rtp/239.77.1.132:5146
汕头文旅体育高清,http://113.94.58.224:10010/rtp/239.253.43.47:5146
佛山公共高清,http://113.94.58.224:10010/rtp/239.253.43.53:5146
佛山南海高清,http://113.94.58.224:10010/rtp/239.253.43.54:5146
佛山顺德高清,http://113.94.58.224:10010/rtp/239.253.43.55:5146
佛山影视高清,http://113.94.58.224:10010/rtp/239.253.43.56:5146
佛山综合高清,http://113.94.58.224:10010/rtp/239.253.43.57:5146
东莞新闻综合高清,http://113.94.58.224:10010/rtp/239.253.43.104:5146
东莞生活资讯高清,http://113.94.58.224:10010/rtp/239.253.43.105:5146
中山综合高清,http://113.94.58.224:10010/rtp/239.253.43.62:5146
香山文化高清,http://113.94.58.224:10010/rtp/239.253.43.63:5146
中山教育高清,http://113.94.58.224:10010/rtp/239.253.43.64:5146
潮州综合高清,http://113.94.58.224:10010/rtp/239.253.43.70:5146
潮州民生高清,http://113.94.58.224:10010/rtp/239.253.43.75:5146
徐闻综合高清,http://113.94.58.224:10010/rtp/239.253.43.112:5146
梅州-1高清,http://113.94.58.224:10010/rtp/239.253.43.123:5146
客家生活高清,http://113.94.58.224:10010/rtp/239.253.43.124:5146

广东移动8,#genre#
大湾区卫视HD,http://119.135.1.64:9999/udp/239.11.0.78:1025
广东科教FHD,http://119.135.1.64:9999/udp/239.10.0.46:1025
广东科教HD,http://119.135.1.64:9999/udp/239.10.0.112:1025
广东珠江FHD,http://119.135.1.64:9999/udp/239.10.0.63:1025
广东珠江HD,http://119.135.1.64:9999/udp/239.10.0.62:1025
广东新闻HD,http://119.135.1.64:9999/udp/239.10.0.199:1025
广东影视HD,http://119.135.1.64:9999/udp/239.11.0.79:1025
广东少儿HD,http://119.135.1.64:9999/udp/239.11.0.81:1025
广东公共HD,http://119.135.1.64:9999/udp/239.11.0.80:1025
广东体育FHD,http://119.135.1.64:9999/udp/239.10.0.47:1025
广东体育HD,http://119.135.1.64:9999/udp/239.10.0.113:1025
广东综艺-4K,http://119.135.1.64:9999/udp/239.10.0.64:1025
广东综艺-4K,http://119.135.1.64:9999/udp/239.10.0.75:1025
南国都市-4K,http://119.135.1.64:9999/udp/239.11.0.170:1025
广州综合HD,http://119.135.1.64:9999/udp/239.11.0.138:1025
广州新闻HD,http://119.135.1.64:9999/udp/239.11.0.139:1025
广州影视HD,http://119.135.1.64:9999/udp/239.11.0.140:1025
广州法治HD,http://119.135.1.64:9999/udp/239.11.0.141:1025
广州竞赛HD,http://119.135.1.64:9999/udp/239.11.0.142:1025
佛山综合HD,http://119.135.1.64:9999/udp/239.11.0.118:1025
佛山公共HD,http://119.135.1.64:9999/udp/239.11.0.114:1025
佛山影视HD,http://119.135.1.64:9999/udp/239.11.0.117:1025
佛山南海HD,http://119.135.1.64:9999/udp/239.11.0.115:1025
佛山顺德HD,http://119.135.1.64:9999/udp/239.11.0.116:1025
中山综合HD,http://119.135.1.64:9999/udp/239.11.0.122:1025
中山公共HD,http://119.135.1.64:9999/udp/239.11.0.123:1025
中山教育HD,http://119.135.1.64:9999/udp/239.11.0.124:1025
云浮综合HD,http://119.135.1.64:9999/udp/239.11.0.96:1025
云浮公共HD,http://119.135.1.64:9999/udp/239.11.0.97:1025
清远公共HD,http://119.135.1.64:9999/udp/239.11.0.75:1025
清远综合HD,http://119.135.1.64:9999/udp/239.11.0.74:1025
湛江公共HD,http://119.135.1.64:9999/udp/239.10.0.254:1025
湛江综合HD,http://119.135.1.64:9999/udp/239.10.0.253:1025
珠海一套HD,http://119.135.1.64:9999/udp/239.10.0.242:1025
珠海二套HD,http://119.135.1.64:9999/udp/239.10.0.65:1025
肇庆公共HD,http://119.135.1.64:9999/udp/239.11.0.54:1025
肇庆综合HD,http://119.135.1.64:9999/udp/239.11.0.53:1025
茂名公共HD,http://119.135.1.64:9999/udp/239.11.0.99:1025
茂名综合HD,http://119.135.1.64:9999/udp/239.10.0.238:1025
韶关公共HD,http://119.135.1.64:9999/udp/239.11.0.85:1025
韶关综合HD,http://119.135.1.64:9999/udp/239.11.0.84:1025
江门公共HD,http://119.135.1.64:9999/udp/239.10.0.139:1025
江门教育HD,http://119.135.1.64:9999/udp/239.10.0.152:1025
江门综合HD,http://119.135.1.64:9999/udp/239.10.0.219:1025

黑龙江移动V6,#genre#
CCTV1[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225678/index.m3u8
CCTV1[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226005/index.m3u8
CCTV1[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225766/index.m3u8
CCTV1[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225769/index.m3u8
CCTV1[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226013/index.m3u8
CCTV1[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226003/index.m3u8
CCTV1[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226006/index.m3u8
CCTV2[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225746/index.m3u8
CCTV2[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV2[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226024/index.m3u8
CCTV3[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225754/index.m3u8
CCTV3[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225785/index.m3u8
CCTV3[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8
CCTV5[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225753/index.m3u8
CCTV5[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225591/index.m3u8
CCTV5+[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225752/index.m3u8
CCTV5+[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225689/index.m3u8
CCTV5+[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225751/index.m3u8
CCTV6[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225786/index.m3u8
CCTV6[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225593/index.m3u8
CCTV7[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226027/index.m3u8
CCTV8[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225787/index.m3u8
CCTV8[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225595/index.m3u8
CCTV9[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225596/index.m3u8
CCTV10[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV12[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV11[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV12[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225598/index.m3u8
CCTV13[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV14[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225600/index.m3u8
CCTV14[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV15[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV17[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CGTN[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225602/index.m3u8
CGTN[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225604/index.m3u8
湖南卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
江苏卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225644/index.m3u8
浙江卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225643/index.m3u8
浙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
江西卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225615/index.m3u8
四川卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225621/index.m3u8
东南卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
重庆卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
辽宁卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
河北卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225623/index.m3u8
广西卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225622/index.m3u8
山西卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
陕西卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
贵州卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
青海卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
湖北卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225705/index.m3u8
湖北卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
安徽卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225727/index.m3u8
安徽卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225631/index.m3u8
内蒙古卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
新疆卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
甘肃卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
西藏卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
吉林卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225637/index.m3u8
云南卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225636/index.m3u8
海南卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
黑龙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225640/index.m3u8
黑龙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225658/index.m3u8
东方卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225700/index.m3u8
东方卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225647/index.m3u8
山东卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225737/index.m3u8
山东卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225650/index.m3u8
深圳卫视[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225645/index.m3u8
深圳卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
