咪咕频道,#genre# 
来自宁夏联通的酒店源(42.63.195.49:8089)共有52个频道：
CCTV1高清,http://42.63.195.49:8089/hls/1/index.m3u8
CCTV2高清,http://42.63.195.49:8089/hls/2/index.m3u8
CCTV3高清,http://42.63.195.49:8089/hls/3/index.m3u8
CCTV4标清,http://42.63.195.49:8089/hls/4/index.m3u8
CCTV5高清,http://42.63.195.49:8089/hls/5/index.m3u8
CCTV6高清,http://42.63.195.49:8089/hls/6/index.m3u8
CCTV7高清,http://42.63.195.49:8089/hls/7/index.m3u8
CCTV8高清,http://42.63.195.49:8089/hls/8/index.m3u8
CCTV9高清,http://42.63.195.49:8089/hls/9/index.m3u8
CCTV10高清,http://42.63.195.49:8089/hls/10/index.m3u8
CCTV11标清,http://42.63.195.49:8089/hls/11/index.m3u8
CCTV12高清,http://42.63.195.49:8089/hls/12/index.m3u8
CCTV新闻,http://42.63.195.49:8089/hls/13/index.m3u8
CCTV少儿高清,http://42.63.195.49:8089/hls/14/index.m3u8
CCTV5高清,http://42.63.195.49:8089/hls/17/index.m3u8
宁夏卫视,http://42.63.195.49:8089/hls/18/index.m3u8
银川公共,http://42.63.195.49:8089/hls/25/index.m3u8
银川文体,http://42.63.195.49:8089/hls/26/index.m3u8
湖北卫视高清,http://42.63.195.49:8089/hls/28/index.m3u8
来自宁夏联通的酒店源(42.63.195.49:8089)共有52个频道：
东方卫视高清,http://42.63.195.49:8089/hls/29/index.m3u8
湖南卫视高清,http://42.63.195.49:8089/hls/30/index.m3u8
江苏卫视高清,http://42.63.195.49:8089/hls/31/index.m3u8
浙江卫视高清,http://42.63.195.49:8089/hls/32/index.m3u8
北京卫视高清,http://42.63.195.49:8089/hls/33/index.m3u8
广东卫视高清,http://42.63.195.49:8089/hls/34/index.m3u8
深圳卫视高清,http://42.63.195.49:8089/hls/35/index.m3u8
黑龙江高清,http://42.63.195.49:8089/hls/36/index.m3u8
安徽卫视高清,http://42.63.195.49:8089/hls/37/index.m3u8
山东卫视高清,http://42.63.195.49:8089/hls/38/index.m3u8
辽宁卫视高清,http://42.63.195.49:8089/hls/39/index.m3u8
河南卫视,http://42.63.195.49:8089/hls/40/index.m3u8
山西卫视,http://42.63.195.49:8089/hls/42/index.m3u8
吉林卫视,http://42.63.195.49:8089/hls/43/index.m3u8
陕西卫视,http://42.63.195.49:8089/hls/44/index.m3u8
广西卫视,http://42.63.195.49:8089/hls/47/index.m3u8
云南卫视,http://42.63.195.49:8089/hls/48/index.m3u8
重庆卫视,http://42.63.195.49:8089/hls/50/index.m3u8
甘肃卫视,http://42.63.195.49:8089/hls/51/index.m3u8
来自宁夏联通的酒店源(42.63.195.49:8089)共有52个频道：
新疆卫视,http://42.63.195.49:8089/hls/54/index.m3u8
青海卫视,http://42.63.195.49:8089/hls/55/index.m3u8
西藏卫视,http://42.63.195.49:8089/hls/56/index.m3u8
内蒙古卫视,http://42.63.195.49:8089/hls/57/index.m3u8
纪实高清,http://42.63.195.49:8089/hls/58/index.m3u8
金鹰卡通,http://42.63.195.49:8089/hls/64/index.m3u8
家庭影院,http://42.63.195.49:8089/hls/73/index.m3u8
光影,http://42.63.195.49:8089/hls/74/index.m3u8
星影,http://42.63.195.49:8089/hls/75/index.m3u8
精选,http://42.63.195.49:8089/hls/76/index.m3u8
劲爆体育,http://42.63.195.49:8089/hls/115/index.m3u8
足球,http://42.63.195.49:8089/hls/118/index.m3u8
台球,http://42.63.195.49:8089/hls/119/index.m3u8
兵团卫视,http://42.63.195.49:8089/hls/120/index.m3u8


央卫频道,#genre#

CCTV1,http://223.109.75.19:8000/057754/index.m3u8
CCTV2,http://223.109.75.19:8000/061465/index.m3u8
CCTV3,http://223.109.75.19:8000/830965/index.m3u8
CCTV4,http://223.109.75.19:8000/143097/index.m3u8
CCTV5,http://223.109.75.19:8000/930480/index.m3u8
CCTV5+,http://223.109.75.19:8000/470540/index.m3u8
CCTV6,http://223.109.75.19:8000/520737/index.m3u8
CCTV7,http://223.109.75.19:8000/649185/index.m3u8
CCTV8,http://223.109.75.19:8000/235836/index.m3u8
CCTV9,http://223.109.75.19:8000/827648/index.m3u8
CCTV10,http://223.109.75.19:8000/502378/index.m3u8
CCTV11,http://223.109.75.19:8000/554982/index.m3u8
CCTV12,http://223.109.75.19:8000/422642/index.m3u8
CCTV13,http://223.109.75.19:8000/593087/index.m3u8
CCTV14,http://223.109.75.19:8000/271607/index.m3u8
CCTV15,http://223.109.75.19:8000/399438/index.m3u8
CCTV16,http://223.109.75.19:8000/246232/index.m3u8
CCTV17,http://223.109.75.19:8000/299438/index.m3u8

北京卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226719/1.m3u8 
东方卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226734/1.m3u8 
浙江卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226690/1.m3u8 
江苏卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226692/1.m3u8 
湖南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226698/1.m3u8 
深圳卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8 
天津卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226686/1.m3u8 
安徽卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226664/1.m3u8 
安徽卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226655/1.m3u8 
山东卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226693/1.m3u8 
辽宁卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226689/1.m3u8 
河北卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226684/1.m3u8 
河南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226668/1.m3u8 
江西卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226682/1.m3u8 
江西卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226726/1.m3u8 
四川卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226659/1.m3u8 
重庆卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226680/1.m3u8 
贵州卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226672/1.m3u8 
湖北卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226713/1.m3u8 
东南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226670/1.m3u8 
海南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226679/1.m3u8 
黑龙江视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226716/1.m3u8 
北京纪实,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226656/1.m3u8 
北京纪实,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226658/1.m3u8 
金鹰纪实,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226667/1.m3u8 
哒啵电竞,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226891/1.m3u8 
哒啵赛事,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226905/1.m3u8 
纪实人文,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226694/1.m3u8 
中国教育,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226673/1.m3u8 
信源检测,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226955/1.m3u8 

央卫高码,#genre#

CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1 
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2 
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3 
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4 
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5 
CCTV5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p 
CCTV6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6 
CCTV7,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7 
CCTV8,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8 
CCTV9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9 
CCTV10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11 
CCTV12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12 
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13 
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14 
CCTV15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15 
CCTV16,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16 
CCTV17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17 

卫视高码,#genre#

北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws 
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws 
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws 
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws 
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws 
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws 
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws 
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws 
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws 
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws 
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws 
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws 
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws 
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws 
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws 
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws 
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws 
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws 
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws 
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws 
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws 
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws 
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws 
黑龙江视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws

网站央视,#genre#

CCTV-1,http://php.cqshushu.ggff.net/jzb.php?id=cctv1&公众号【医工学习日志】
CCTV-1,http://web9916.w.computerqwq.cf/jzb.php?id=cctv1&公众号【医工学习日志】
CCTV-2,http://php.cqshushu.ggff.net/jzb.php?id=cctv2&公众号【医工学习日志】
CCTV-2,http://web9916.w.computerqwq.cf/jzb.php?id=cctv2&公众号【医工学习日志】
CCTV-3,http://php.cqshushu.ggff.net/jzb.php?id=cctv3&公众号【医工学习日志】
CCTV-3,http://web9916.w.computerqwq.cf/jzb.php?id=cctv3&公众号【医工学习日志】
CCTV-4,http://php.cqshushu.ggff.net/jzb.php?id=cctv5&公众号【医工学习日志】
CCTV-4,http://web9916.w.computerqwq.cf/jzb.php?id=cctv4&公众号【医工学习日志】
CCTV-5,http://php.cqshushu.ggff.net/jzb.php?id=cctv5&公众号【医工学习日志】
CCTV-5,http://web9916.w.computerqwq.cf/jzb.php?id=cctv5&公众号【医工学习日志】
CCTV-6,http://php.cqshushu.ggff.net/jzb.php?id=cctv6&公众号【医工学习日志】
CCTV-6,http://web9916.w.computerqwq.cf/jzb.php?id=cctv6&公众号【医工学习日志】
CCTV-7,http://php.cqshushu.ggff.net/jzb.php?id=cctv7&公众号【医工学习日志】
CCTV-7,http://web9916.w.computerqwq.cf/jzb.php?id=cctv7&公众号【医工学习日志】
CCTV-8,http://php.cqshushu.ggff.net/jzb.php?id=cctv8&公众号【医工学习日志】
CCTV-8,http://web9916.w.computerqwq.cf/jzb.php?id=cctv8&公众号【医工学习日志】
CCTV-9,http://php.cqshushu.ggff.net/jzb.php?id=cctv9&公众号【医工学习日志】
CCTV-9,http://web9916.w.computerqwq.cf/jzb.php?id=cctv9&公众号【医工学习日志】
CCTV-10,http://php.cqshushu.ggff.net/jzb.php?id=cctv10&公众号【医工学习日志】
CCTV-10,http://web9916.w.computerqwq.cf/jzb.php?id=cctv10&公众号【医工学习日志】
CCTV-11,http://php.cqshushu.ggff.net/jzb.php?id=cctv11&公众号【医工学习日志】
CCTV-11,http://web9916.w.computerqwq.cf/jzb.php?id=cctv11&公众号【医工学习日志】
CCTV-12,http://php.cqshushu.ggff.net/jzb.php?id=cctv12&公众号【医工学习日志】
CCTV-12,http://web9916.w.computerqwq.cf/jzb.php?id=cctv12&公众号【医工学习日志】
CCTV-13,http://php.cqshushu.ggff.net/jzb.php?id=cctv13&公众号【医工学习日志】
CCTV-13,http://web9916.w.computerqwq.cf/jzb.php?id=cctv13&公众号【医工学习日志】
CCTV-14,http://php.cqshushu.ggff.net/jzb.php?id=cctv14&公众号【医工学习日志】
CCTV-14,http://web9916.w.computerqwq.cf/jzb.php?id=cctv14&公众号【医工学习日志】
CCTV-15,http://php.cqshushu.ggff.net/jzb.php?id=cctv15&公众号【医工学习日志】
CCTV-15,http://web9916.w.computerqwq.cf/jzb.php?id=cctv15&公众号【医工学习日志】
CCTV-16,http://php.cqshushu.ggff.net/jzb.php?id=cctv16&公众号【医工学习日志】
CCTV-16,http://web9916.w.computerqwq.cf/jzb.php?id=cctv16&公众号【医工学习日志】
CCTV-17,http://php.cqshushu.ggff.net/jzb.php?id=cctv17&公众号【医工学习日志】
CCTV-17,http://web9916.w.computerqwq.cf/jzb.php?id=cctv17&公众号【医工学习日志】

网站卫视,#genre#

江苏卫视,http://php.cqshushu.ggff.net/jzb.php?id=jsws&公众号【医工学习日志】
江苏卫视,http://web9916.w.computerqwq.cf/jzb.php?id=jsws&公众号【医工学习日志】
东方卫视,http://php.cqshushu.ggff.net/jzb.php?id=dfws&公众号【医工学习日志】
东方卫视,http://web9916.w.computerqwq.cf/jzb.php?id=dfws&公众号【医工学习日志】
北京卫视,http://web9916.w.computerqwq.cf/jzb.php?id=bjws&公众号【医工学习日志】
北京卫视,http://php.cqshushu.ggff.net/jzb.php?id=bjws&公众号【医工学习日志】
广东卫视,http://php.cqshushu.ggff.net/jzb.php?id=gdws&公众号【医工学习日志】
广东卫视,http://web9916.w.computerqwq.cf/jzb.php?id=gdws&公众号【医工学习日志】
东南卫视,http://php.cqshushu.ggff.net/jzb.php?id=dnws&公众号【医工学习日志】
东南卫视,http://web9916.w.computerqwq.cf/jzb.php?id=dnws&公众号【医工学习日志】
江西卫视,http://php.cqshushu.ggff.net/jzb.php?id=jxws&公众号【医工学习日志】
江西卫视,http://web9916.w.computerqwq.cf/jzb.php?id=jxws&公众号【医工学习日志】
陕西卫视,http://php.cqshushu.ggff.net/jzb.php?id=sxws&公众号【医工学习日志】
陕西卫视,http://web9916.w.computerqwq.cf/jzb.php?id=sxws&公众号【医工学习日志】
山西卫视,http://web9916.w.computerqwq.cf/jzb.php?id=shanxws&公众号【医工学习日志】
山西卫视,http://php.cqshushu.ggff.net/jzb.php?id=shanxws&公众号【医工学习日志】
河南卫视,http://web9916.w.computerqwq.cf/jzb.php?id=henws&公众号【医工学习日志】
河南卫视,http://php.cqshushu.ggff.net/jzb.php?id=henws&公众号【医工学习日志】
吉林卫视,http://web9916.w.computerqwq.cf/jzb.php?id=jlws&公众号【医工学习日志】
吉林卫视,http://php.cqshushu.ggff.net/jzb.php?id=jlws&公众号【医工学习日志】
青海卫视,http://web9916.w.computerqwq.cf/jzb.php?id=qhws&公众号【医工学习日志】
青海卫视,http://php.cqshushu.ggff.net/jzb.php?id=qhws&公众号【医工学习日志】
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=56747a&tk=922ba46651d3
浙江卫视,http://web9916.w.computerqwq.cf/jzb.php?id=zjws&公众号【医工学习日志】
浙江卫视,http://php.cqshushu.ggff.net/jzb.php?id=zjws&公众号【医工学习日志】
湖南卫视,http://php.cqshushu.ggff.net/jzb.php?id=hunws&公众号【医工学习日志】
湖南卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hunws&公众号【医工学习日志】
湖北卫视,http://php.cqshushu.ggff.net/jzb.php?id=hbws&公众号【医工学习日志】
湖北卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hbws&公众号【医工学习日志】
黑龙江卫视,http://php.cqshushu.ggff.net/jzb.php?id=hljws&公众号【医工学习日志】
黑龙江卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hljws&公众号【医工学习日志】
安徽卫视,http://php.cqshushu.ggff.net/jzb.php?id=ahws&公众号【医工学习日志】
安徽卫视,http://web9916.w.computerqwq.cf/jzb.php?id=ahws&公众号【医工学习日志】
重庆卫视,http://web9916.w.computerqwq.cf/jzb.php?id=cqws&公众号【医工学习日志】
重庆卫视,http://php.cqshushu.ggff.net/jzb.php?id=cqws&公众号【医工学习日志】
广西卫视,http://php.cqshushu.ggff.net/jzb.php?id=gxws&公众号【医工学习日志】
广西卫视,http://web9916.w.computerqwq.cf/jzb.php?id=gxws&公众号【医工学习日志】
贵州卫视,http://php.cqshushu.ggff.net/jzb.php?id=gzws&公众号【医工学习日志】
贵州卫视,http://web9916.w.computerqwq.cf/jzb.php?id=gzws&公众号【医工学习日志】
海南卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hainws&公众号【医工学习日志】
海南卫视,http://php.cqshushu.ggff.net/jzb.php?id=hainws&公众号【医工学习日志】
吉林卫视,http://web9916.w.computerqwq.cf/jzb.php?id=jlws&公众号【医工学习日志】
吉林卫视,http://php.cqshushu.ggff.net/jzb.php?id=jlws&公众号【医工学习日志】
天津卫视,http://php.cqshushu.ggff.net/jzb.php?id=tjws&公众号【医工学习日志】
天津卫视,http://web9916.w.computerqwq.cf/jzb.php?id=tjws&公众号【医工学习日志】
深圳卫视,http://web9916.w.computerqwq.cf/jzb.php?id=szws&公众号【医工学习日志】
四川卫视,http://php.cqshushu.ggff.net/jzb.php?id=scws&公众号【医工学习日志】
四川卫视,http://web9916.w.computerqwq.cf/jzb.php?id=scws&公众号【医工学习日志】

央视四川,#genre#

CCTV1综合,http://43.136.116.27:99/kzb.php?id=cctv1 
CCTV2财经,http://43.136.116.27:99/kzb.php?id=cctv2 
CCTV3综艺,http://43.136.116.27:99/kzb.php?id=cctv3 
CCTV4中文国际,http://43.136.116.27:99/kzb.php?id=cctv4 
CCTV4中文国际-美洲,http://43.136.116.27:99/kzb.php?id=cctv4a 
CCTV4中文国际-欧洲,http://43.136.116.27:99/kzb.php?id=cctv4o 
CCTV5体育,http://43.136.116.27:99/kzb.php?id=cctv5 
CCTV5+体育赛事,http://43.136.116.27:99/kzb.php?id=cctv5p 
CCTV6电影,http://43.136.116.27:99/kzb.php?id=cctv6 
CCTV7国防军事,http://43.136.116.27:99/kzb.php?id=cctv7
CCTV8电视剧,http://43.136.116.27:99/kzb.php?id=cctv8 
CCTV9纪录,http://43.136.116.27:99/kzb.php?id=cctv9 
CCTV10科教,http://43.136.116.27:99/kzb.php?id=cctv10 
CCTV11戏曲,http://43.136.116.27:99/kzb.php?id=cctv11 
CCTV12社会与法,http://43.136.116.27:99/kzb.php?id=cctv12 
CCTV13新闻,http://43.136.116.27:99/kzb.php?id=cctv13 
CCTV14少儿,http://43.136.116.27:99/kzb.php?id=cctv14 
CCTV15音乐,http://43.136.116.27:99/kzb.php?id=cctv15 
CCTV17农业农村,http://43.136.116.27:99/kzb.php?id=cctv17 
北京卫视,http://43.136.116.27:99/kzb.php?id=bjws 
东方卫视,http://43.136.116.27:99/kzb.php?id=dfws 
天津卫视,http://43.136.116.27:99/kzb.php?id=tjws 
重庆卫视,http://43.136.116.27:99/kzb.php?id=cqws 
黑龙江卫视,http://43.136.116.27:99/kzb.php?id=hljws 
吉林卫视,http://43.136.116.27:99/kzb.php?id=jlws 
辽宁卫视,http://43.136.116.27:99/kzb.php?id=lnws 
甘肃卫视,http://43.136.116.27:99/kzb.php?id=gsws 
青海卫视,http://43.136.116.27:99/kzb.php?id=qhws 
陕西卫视,http://43.136.116.27:99/kzb.php?id=sxws 
河北卫视,http://43.136.116.27:99/kzb.php?id=hbws 
山东卫视,http://43.136.116.27:99/kzb.php?id=sdws 
安徽卫视,http://43.136.116.27:99/kzb.php?id=ahws 
河南卫视,http://43.136.116.27:99/kzb.php?id=hnws 
湖北卫视,http://43.136.116.27:99/kzb.php?id=hubws 
湖南卫视,http://43.136.116.27:99/kzb.php?id=hunws 
江西卫视,http://43.136.116.27:99/kzb.php?id=jxws 
江苏卫视,http://43.136.116.27:99/kzb.php?id=jsws 
浙江卫视,http://43.136.116.27:99/kzb.php?id=zjws 
东南卫视,http://43.136.116.27:99/kzb.php?id=dnws 
广东卫视,http://43.136.116.27:99/kzb.php?id=gdws 
深圳卫视,http://43.136.116.27:99/kzb.php?id=szws 
广西卫视,http://43.136.116.27:99/kzb.php?id=gxws 
贵州卫视,http://43.136.116.27:99/kzb.php?id=gzws 
四川卫视,http://43.136.116.27:99/kzb.php?id=scws 
新疆卫视,http://43.136.116.27:99/kzb.php?id=xjws 
兵团卫视,http://43.136.116.27:99/kzb.php?id=btws 
海南卫视,http://43.136.116.27:99/kzb.php?id=hinws 

卫视四川,#genre#

CCTV-01高码,http://k.061899.xyz/m.php?id=cctv1
CCTV-02高码,http://k.061899.xyz/m.php?id=cctv2
CCTV-03高码,http://k.061899.xyz/m.php?id=cctv3
CCTV-04高码,http://k.061899.xyz/m.php?id=cctv4
CCTV-05高码,http://k.061899.xyz/m.php?id=cctv5
CCTV-5+高码,http://k.061899.xyz/m.php?id=cctv5p
CCTV-06高码,http://k.061899.xyz/m.php?id=cctv6
CCTV-07高码,http://k.061899.xyz/m.php?id=cctv7
CCTV-08高码,http://k.061899.xyz/m.php?id=cctv8
CCTV-09高码,http://k.061899.xyz/m.php?id=cctv9
CCTV-10高码,http://k.061899.xyz/m.php?id=cctv10
CCTV-11高码,http://k.061899.xyz/m.php?id=cctv11
CCTV-12高码,http://k.061899.xyz/m.php?id=cctv12
CCTV-13高码,http://k.061899.xyz/m.php?id=cctv13
CCTV-14高码,http://k.061899.xyz/m.php?id=cctv14
CCTV-15高码,http://k.061899.xyz/m.php?id=cctv15
CCTV-16高码,http://k.061899.xyz/m.php?id=cctv16
CCTV-17高码,http://k.061899.xyz/m.php?id=cctv17
广东珠江高码,http://k.061899.xyz/m.php?id=gdzj
广东体育高码,http://k.061899.xyz/m.php?id=gdty
五星体育高码,http://k.061899.xyz/m.php?id=wxty
劲爆体育高码,http://k.061899.xyz/m.php?id=jbty
魅力体育高码,http://k.061899.xyz/m.php?id=mlzq
咪咕体育高码,http://k.061899.xyz/m.php?id=mgty
动作电影高码,http://k.061899.xyz/m.php?id=dzdy
家庭影院高码,http://k.061899.xyz/m.php?id=jtyy
影迷电影高码,http://k.061899.xyz/m.php?id=ymdy
国际美洲高码,http://k.061899.xyz/m.php?id=cctv4m
国际欧洲高码,http://k.061899.xyz/m.php?id=cctv4o
北京卫视高码,http://k.061899.xyz/m.php?id=bjws
东方卫视高码,http://k.061899.xyz/m.php?id=dfws
浙江卫视高码,http://k.061899.xyz/m.php?id=zjws
江苏卫视高码,http://k.061899.xyz/m.php?id=jsws
湖南卫视高码,http://k.061899.xyz/m.php?id=hunws
广东卫视高码,http://k.061899.xyz/m.php?id=gdws
深圳卫视高码,http://k.061899.xyz/m.php?id=szws
天津卫视高码,http://k.061899.xyz/m.php?id=tjws
安徽卫视高码,http://k.061899.xyz/m.php?id=ahws
山东卫视高码,http://k.061899.xyz/m.php?id=sdws
辽宁卫视高码,http://k.061899.xyz/m.php?id=lnws
河北卫视高码,http://k.061899.xyz/m.php?id=hbws
河南卫视高码,http://k.061899.xyz/m.php?id=hnws
江西卫视高码,http://k.061899.xyz/m.php?id=jxws
四川卫视高码,http://k.061899.xyz/m.php?id=scws
重庆卫视高码,http://k.061899.xyz/m.php?id=cqws
贵州卫视高码,http://k.061899.xyz/m.php?id=gzws
湖北卫视高码,http://k.061899.xyz/m.php?id=hubws
广西卫视高码,http://k.061899.xyz/m.php?id=gxws
东南卫视高码,http://k.061899.xyz/m.php?id=dnws
海南卫视高码,http://k.061899.xyz/m.php?id=hinws
青海卫视高码,http://k.061899.xyz/m.php?id=qhws
吉林卫视高码,http://k.061899.xyz/m.php?id=jlws
兵团卫视高码,http://k.061899.xyz/m.php?id=btws
西藏卫视高码,http://k.061899.xyz/m.php?id=xzws
内蒙古视高码,http://k.061899.xyz/m.php?id=nmgws
黑龙江视高码,http://k.061899.xyz/m.php?id=hljws

央卫频效,#genre#

CCTV-01频效,http://t.061899.xyz/tl/tl.php?id=cctv1
CCTV-02频效,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV-03频效,http://t.061899.xyz/tl/tl.php?id=cctv3
CCTV-04频效,http://t.061899.xyz/tl/tl.php?id=cctv4
CCTV-05频效,http://t.061899.xyz/tl/tl.php?id=cctv5
CCTV-5+频效,http://t.061899.xyz/tl/tl.php?id=cctv5p
CCTV-06频效,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV-07频效,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV-08频效,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV-09频效,http://t.061899.xyz/tl/tl.php?id=cctv9
CCTV-10频效,http://t.061899.xyz/tl/tl.php?id=cctv10
CCTV-11频效,http://t.061899.xyz/tl/tl.php?id=cctv11
CCTV-12频效,http://t.061899.xyz/tl/tl.php?id=cctv12
CCTV-13频效,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV-14频效,http://t.061899.xyz/tl/tl.php?id=cctv14
CCTV-15频效,http://t.061899.xyz/tl/tl.php?id=cctv15
CCTV-16频效,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV-17频效,http://t.061899.xyz/tl/tl.php?id=cctv17
北京卫视频效,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视频效,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视频效,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视频效,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视频效,http://t.061899.xyz/tl/tl.php?id=hunws
广东卫视频效,http://t.061899.xyz/tl/tl.php?id=gdws
深圳卫视频效,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视频效,http://t.061899.xyz/tl/tl.php?id=tjws
安徽卫视频效,http://t.061899.xyz/tl/tl.php?id=ahws
山东卫视频效,http://t.061899.xyz/tl/tl.php?id=sdws
辽宁卫视频效,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视频效,http://t.061899.xyz/tl/tl.php?id=hbws
